,post,sujet
101,"

... pour autant qu'on puisse appeler ""vandalisme"" le fait qu'une personne victime de harcèlement rectifie des propos diffamatoires...
Laurence67
9 août 2005 à 18:40 (CEST)


",frerebogdanof_travaux
102,"
Cereal Killer,
Vous n'êtes décidement pas très cohérent, vous fustigez tous les éléments défavorables aux Bogdanov ,interdisez la polémique (sur une page dont le titre est...) puis de l'autre coté, vous feignez de reprocher aux contradicteurs de ne pas faire la démonstration par a+b (comme si le lecteur lambda la comprendriait) de l'inanité de leur théorie.
Vous aimez les cv prestigieux ? Pourquoi ne pas lire les jugements de Connes (seulement Médailles Fields), Luminet et surtout Riazuelo Calanque qui ont pris sur leur temps ""d'étudier"" les travaux des Bogdanov ?
Là, vous repassez en mode ""je ne veux pas de polémique, Wikipédia n'est pas là pour ça !"".
Je remarque enfin que des personnes moins partiale que vous comprennent ma démarche(sans forçément adhérer à mes conclusions). Ce n'est rien moins que cela, un débat honnete.

--
Green Heart
9 août 2005 à 16:48 (CEST)


",frerebogdanof_travaux
103,"
Mlle Laurence67,
La difference entre les dea,maitrise,licence,deug,baccalauréat et la thèse c'est qu'il y a un système de notation connu de tous (grace au bac).
De plus ces diplomes ont un déroulement immuable :
Un programme est enseigné aux étudiants et à la fin, on sanctionne leur compréhension. Un dea mention assez bien signifie au pire une moyenne générale supérieure à 12/20. Libre à vous de juger cela médiocre.
Mais si vous savez par exemple que ce dea est très facile et que tous les étudiants qui se sont inscrits à cette formation l'ont eu avec la mention très ""bien"", vous pouvez signaler cela.
Et encore, cela serait peut être du à une sélection si sévère à l'entrée, que seuls de brillantissimes étudiants sont admis.
Il faudrait par ailleurs que cette mention ""assez bien"" à ce dea soit le justificatif de je ne sais quelle théorie.
Si vous connaissez les raisons exactes de l'abandon de sa thèse (entrée dans la vie active, fin des subvension de son projet, faiblesse du doctorant) vous pouvez également les publier. Surtout s'il affirme avoir révolutionné l'informatique dans sa thèse.

Sachez qu'il existe des dea tellement durs (méthodes algébriques de paris 6 et7 et maths pures d'orsay) que l'obtention de ces diplomes sans mention peut suffire à trouver un directeur de thèse (modulo un bon mémoire).
Indépendemment de vous et de moi, une mention ""honorable"" n'est pas à mettre au niveau d'une mention ""bien"".
Pourquoi ?
Simplement, parce que la thèse en mathématiques du moins n'est souvent qu'un premier pas vers le poste de chercheur.
Or les places sont si chères (sections 25 et 26) et il y a tellement de candidats brillants que vous n'avez une chance réelle de succès qu'avec (liste non exhaustive):
a) La mention ""très honorable"" avec félicitations du jury (quand cela est attribuées).
b) Des articles publiés dans des revues les plus prestigieuses possibles.
c)De nombreuse citations et invitations à des séminaires.
d)Une excellente place à l'agrégation de mathématiques (ce que je trouve réellement stupide).
e)Un directeur de thèse qui a le bras long( on n'est de moins en moins dans la justice).
f)Un sujet de thèse à la mode(on est là dans les petites combines entre départements).
Résultat, un manquement à l'une de ses conditions peut quelques fois irremédiablement causer l'élimination.
Pour la physique c'est pire, si possible.

Allez sur le site
http://slr-jc.jeunes-chercheurs.org
pour voir le gachis que constitue "" la mise au rebus "" de tant de brillants docteurs.

Ainsi, si la mention ""honorable"" n'était pas à l'origine destinée à cela, les us et coutumes l'ont amenée à ne plus désigner en mathématiques qu'un travail ""modeste"".

--
Green Heart
9 août 2005 à 18:07 (CEST)


",frerebogdanof_travaux
104,"
Je n'ai jamais considéré qu'avoir un DEA avec une mention ""assez bien"" était une infâmie, j'ai juste parodié le style qu'utilise YBM au sujet des Bogdanov, pour mieux (lui) montrer à quel point son attitude était diffamatoire et ridicule. Mais je vois qu'il y a vraiment deux poids deux mesure (quelle surprise) : un DEA, même sans mention, peut être une grande gloire, tandis qu'un ""simple"" doctorat avec mention ""honorable"" est honteux... Bon sang, mais c'est bien sûr !

Laurence67
9 août 2005 à 18:23 (CEST)



",frerebogdanof_travaux
105,"
Désolé tueur de céréales, mais je ne fais que retourner votre forme de language contre vous. Et c'est volontairement provocateur.
Je n'ai jamais adopté cette attitude envers personne d'autre que vous (sur ce forum et ailleurs).
Cela fait mal, n'est ce pas ?
Vous réfléchirez sans doute avant d'attaquer personnellement quelqu'un dont les positions ont le malheurs de ne pas vous plaire.
J'aime bien la posture qui consiste à feindre d'ignorer que le premier -qui sans arguments-s'est livré à de mesquines attaques personnelles, c'est bel et bien vous.
Continuer, vous êtes plutot bon là dedans.
Je m'excuse pour le crime de lèse-majesté et vous ""rends"" votre bepc (sans majuscule).
Je le répète, je n'ai jamais jugé la valeur d'une personne à l'aune de son cv. regardez celui qui le premier l'exige...

--
Green Heart
9 août 2005 à 18:15 (CEST)




",frerebogdanof_travaux
106,"
Z >(je lis les messages avec du retard)
Il y a beaucoup de remarques que vous pensiez destinées à vous qui ne le sont pas (par exemple l'émerveillement ...).
Ensuite, libre à vous de décider que 8 et 11 ans pour obtenir une thèse en mathématiques n'est pas une durée anormallement longue et un signe négatif.
De plus, eu égard au système universitaire, la comparaison entre bac et thèse (évidement pas au niveau du diplome !) est viable sur le point que tous les thèsards sont jugés aptes à terminer leur doctorats dans les environs de 3 ans (comme les étudiants de terminale aptes à obtenir leur bac en 1 an).
Libre à vous également de décider qu'un ajournement n'est pas un échec(qu'ajouter de plus ?).
Ensuite, que proposez , quand un interlocuteur prend des arguments et décide (sans forcément l'expliquer )qu'ils ne sont pas probants ?
Je l'avoue sans problème, à ce rythme là, je n'aurais plus aucun arguments (oui, c'est vrai, je pourrais me livrer au meme jeu, mais je n'ai pas le coeur à cela).
Certaines de vos remarques me laissent également dubitatif, car je n'arrive même pas à comprendre ce que vous me repprocher (pire quelques fois je suis carrément de votre avis et cherche en vain ce qui dans mon texte vous a fait dire cela).
Dernière remarque, je n'ai adopté sur ce forum un ton très dur qu'envers une seule et unique personne qui par ses prises de positions partiales et ses attaques personnelles (alors qu'il est modérateur) m'ont indigné.
Je ne pense pas avoir usé du même ton envers vous.
Si c'est le cas, je vous pris d'accepter mes plus plates excuses.
Nous ne sommes pas du même avis, mais je vous prie de croire que je suis pret à accepter tous vos arguments pertinents. Si je ne le faisais pas, cela se retournerait contre moi.

Bien à vous.

--
Green Heart
9 août 2005 à 18:34 (CEST)


",frerebogdanof_travaux
107,"
Mlle Laurence,
Je ne vois pas pourquoi cela vous choque.
Il vaut mieux être le dernier admis à Polytechnique que le premier admis à l'Ecole Supérieure des papiers et ciseaux (école fictive pour ne pas blesser). Il vaut mieux être déniers admis à l'agreg que le premier admis au capes (même s'il n'est nul besoin de se faire du soucis pour ce dernier).
Je le répète, c'est juste une question de secteur.
Au pifomètre, je dirais que la proportion de chercheurs en mathématiques en postes à l'université ayant une mention honorable ne doit pas dépasser 1 tous les 20 labos.
Enfin, ce que je ne comprends pas, c'est que vous voulez donner à cette mention une signification que même les plus impliqués (les Bogdanov et leur directeur de thèse) ne donnent pas.
Je comprendrais bien mieux que vous critiquiez la pertinence de ces mentions accordées à leurs thèses (i.e. qu'elles méritent plus).
Voila pourquoi, je pense que l'honneteté intellectuelle consiste plutot à mentionner les mentions, à donner leur signification académique puis à présenter la réfutation des Bogdanov.
Cela n'engage que moi.
Bien à vous.

--
Green Heart
9 août 2005 à 18:54 (CEST)



",frerebogdanof_travaux
108,"
Tiens,
J'ai regardé les nouveaux changements du texte :
Ce que je remarque, c'est qu'aucune ne viens remettre en cause, voire contredire "" ma vision unilatérale "".
Où j'indiquais qu'il y avait matière à polémique, les Bogdanov (sans doute, mais je n'en suis pas sur) apportent ""leurs arguments"" (sans remarquer que certaines de leurs raisons avait déja été présentées par moi).
a ) j'ai précisé que Neidermaier ne s'est excusé que d'avoir parlé de ""canular"" à la Sokal. Et j'ai précisé qu'il n'avait jamais accordé aucune caution aux articles. Qu'est ce qui a été ajouté alors, c'est qu'il se jugeait incompétent pour se prononcer sur la valeur de ces articles...
b ) Quand on me reprochait d'avoir évoquer la durée anormale des thèses, on voit que les auteurs pensent visiblement la même chose puisqu'ils cherchent à minimiser cette durée. C'est ainsi que l'on découvre le concept d' années ""effectives"" de thèse, sans aucune justification ...
"" Igor et Grichka Bogdanoff ont d'abord été inscrits en 1991 à l'école doctorale de l'université de Bordeaux I sous la direction du professeur Gabriel Simonoff, élève de Joliot-Curie, alors directeur du Centre d'Etudes Nucléaires de l'Université. Grishka a obtenu son doctorat en 1999 (5 années effectives de thèse, compte tenu de deux interruptions du cursus)""
Wikipédia accepte donc cela, sans vérification et sans un texte officiel exprimant ce que signifie "" année effective"" ?
"" et Igor a obtenu le sien en 2002 (6 années effectives de thèse).""
Encore plus surprenant. Je veux bien qu'au prix de ces ""années effectives"" que 8 années terrestres deviennent 5 années "" effectives "". Mais je l'avoue, j'ai énormément de mal à convertir les 11 ans terrestres en 6 ans, j'aimerais également quelques petites preuves.
"" Cette durée plus longue que la normale (en principe 3 à 4 années pour la majorité des doctorants scientifiques)"" Nous sommes donc d'accord, on y a vu un signe de haine et de mépris de ma part.
"" a été en premier lieu causée par leur transfert en 1994""
Tiens donc ? Est ce une coincidence ? après 3 ans. Oui, je le reconnais, c'est une insinuation assassine.
""S'y est ajoutée en 1998 la brutale disparition de leur Directeur de thèse, le physicien mathématicien Moshé Flato""
Argument que j'avais déja présenté, même si je ressens un malaise à voir utilisée la mort de ce très grand scientifique (je ne pense pas que l'on puisse mesurer l'incidence réelle sur la durée en plus occasionnée ).
""membre du comité Nobel, fondateur et alors Directeur du Laboratoire de physique Mathématique de l'Université de Bourgogne.""
Pourquoi ces précisions ? pourquoi ne pas renvoyer à un texte sur moshe Flato ?
""Après soutenance publique dans les locaux de l'Ecole Polytechnique,""
Un cas d'école : ils peuvent insidieusement associer la soutenance de la thèse avec l'Ecole Polytechnique. Car même avec la précision ""dans les locaux"", qui comprend -parmi les profanes-que l'Ecole Polytechnique n'a absolument rien à voir avec la thèse de Grishka. La thèse fut attribuée par l'université de Bourgogne et ne fut soutenue à l'X que pour des raisons logistiques (proximité des lieux et du jury). C'est cela être tandencieux. Par contre, si on ajoute ce que je viens d'écrire, c'est surement mu par la frustration.
c) Quand j'ai souligné la valeur des mentions, quelqu'un indigne de sa position y vit (par un effet mirroir ?) du mépris.
Pourtant voila ce qui est écrit :
""Grichka a obtenu son diplôme avec la mention ""honorable"", rarement attribuée.""
Ah quand même ! là encore, nous sommes donc d'accord.
d) sinon, sur un sujet que j'ai rapidement signalé (et qui mériterait un article à lui tout seul)
"" lorsque les Bogdanoff se mirent à poster en 2004 sous deux identités différentes en guise de réponse aux multiples pseudonymes utilisés par leurs détracteurs sur de nombreux sites et sur Usenet.""
En guise de réponse ??? 2 seulements ??? Il suffit de se rendre sur le forum modéré par Baez pour vérifier cela. Depuis quand le faits qu'il y aient des contradicteurs postant sous pseudonymes ( comme sur 100 % des cas ) autoriseraient à en utiliser plusieurs identités sur le même site ??
Je peux donc, parce que Mlle Laurence67, Jn, Z et Céreal Killer et ne sont pas d'accord avec moi, intervenir ici sous les pseudos de white heart, red heart ,blue heart et yellow heart, tous soutenant la même version que green heart et jurant ne pas se connaitre les uns les autres ?
En guise de réponse, bien sur.
Conclusion, j'imagine que cette version satisfait pleinement les modérateurs, soucieux de vérité.
Rassurez vous, je n'y toucherais donc pas.

--
Green Heart
9 août 2005 à 20:25 (CEST)


",frerebogdanof_travaux
109,"

Un autre cas d'école (en plus du coup de ""soutenu à Polytechnique"") se retrouve dans une des dernières modifications apportée :
« sous la direction du professeur Gabriel Simonoff, élève de Joliot-Curie »
.

",frerebogdanof_travaux
110,"

Le livre ALBB est truffé de ce genre de procédé (on peut en trouver une liste [ici
http://ybmessager.free.fr/wp/index.php?p=3
]). N'importe quel étudiant pourrait ainsi parler de ses professeurs, de ses maîtres de stages ou de thèse : le monde universitaire est suffisemment petit pour qu'entre n'importe quel clampin et plusieurs grandes figures il y ait une ou deux poignée de mains. J'ai suivi une cours de combinatoire avec un ancien élève de Knuth, pour citer un exemple que je pourrais multiplier dix fois. Ce genre de petite aposition fait hurler de rire n'importe quel universitaire, mais avec le grand public, ça marche : on passe pour sorti de la cuisse de Jupiter. Bref, c'est un procédé totalement falacieux, de pure promotion personnelle, évidemment inacceptable dans une encyclopédie. --
YBM
10 août 2005 à 02:56 (CEST)


",frerebogdanof_travaux
111,"
Jn >
Mon sic était dans le sens litteral (citation), j'évoquais juste que l'un des arguments qui me fut opposé est un exemple ponctuel issus d'un secteur (les arts ) que l'on ne peut forcément transposer aussi immediatement dans le cadre des mathématiques.
N'y voyez aucune ironie.
Sinon, pour le ""cadre"", j'ai lu avec beaucoup de retard vos propos mentionnant Karl Popper. C'est excactement cela que je signifiais en parlant de cadre (mathématiques ) dans lequel il y a une vérité absolue.
Par exemple, en géométrie euclidienne (le cadre mathématique) le fait que la somme des 3 angles d'un triangle soit égale à 180° est une vérité absolue.
Cela n'est par contre plus vraie en géométrie Riémannienne.
Et l'erreur est de considérer qu'il n'y a qu'une géométrie, plus vraie que les autres.
Enfin, comment répondre directement à une intervention ?
Merci d'avance.

--
Green Heart
9 août 2005 à 21:10 (CEST)

",frerebogdanof_travaux
112,"
Voir historique :



(actu) (dern) 11 août 2005 à 03:32 82.123.246.199 (→Critiques de
Avant le big bang
)



(actu) (dern) 11 août 2005 à 03:12 82.123.246.199 (→Thèse d'Igor Bogdanoff)



(actu) (dern) 11 août 2005 à 02:36 82.123.246.199 (→Thèse de Grichka Bogdanoff)



(actu) (dern) 11 août 2005 à 02:08 82.123.246.199 (→Sur le cursus)



(actu) (dern) 11 août 2005 à 01:54 82.123.246.199 (→Déroulement)



(actu) (dern) 11 août 2005 à 01:53 82.123.246.199 (→Déroulement)



(actu) (dern) 11 août 2005 à 00:56 82.123.246.199 (→Origine)

--
YBM
11 août 2005 à 12:17 (CEST)




",frerebogdanof_travaux
113,"

Sept, ça porte bonheur. Aïe ! pas taper ! pas la tête !
(->Jn)
*


",frerebogdanof_travaux
114,"

YBM> D'abord, quitte à écrire des bêtises, sois sympa, écris-les correctement : ""t
e
ndancieuses"", merci. Ensuite, tout est tendancieux ici, y compris et surtout les énormités que tes copains et toi écrivez sur les Bogdanoff pour les descendre. Ils ont donc parfaitement le droit de se défendre et de rétablir leur version des faits, sans que ce soit du ""vandalisme"" ou un scandale qui nécessite chaque fois un chapitre supplémentaire, pour cette pauvre page déjà bien chargée...



Laurence67
11 août 2005 à 14:33 (CEST)

",frerebogdanof_travaux
115,"

Merci pour la correction d'orthographe. Il aurait été plus simple que tu l'appliques directement. Tu manques décidemment de cet esprit de coopération qui fait la valeur de cette encyclopédie.--
YBM
11 août 2005 à 14:47 (CEST)


",frerebogdanof_travaux
116,"

Juste pour continuer le hors sujet, je tient a remarquer que se que tu reproche à Laurence67 tu ne l'applique pas a toi même, en effet tu fait remarquer les modifications d'« Igor » sans pour autant les corrigers toi même. On n'est pas aveugle on les voie les modifications ! ~
þayo

♫
♪♫
♪

11 août 2005 à 15:05 (CEST)

",frerebogdanof_travaux
117,"
Corriger une faute d'orthographe et rétablir des faits de façon objective c'est très différents. Modifier l'article et modifier la page de discussion c'est aussi assez différents.

Sauf colossale manipulation (ou strict détail factuel) je préfère m'abstenir de modifier la page de l'article, d'une part parce que Igor passera systématiquement derrière sous IP pour remettre son auto-promotion en place, et qu'étant donné mon rôle dans les développements de l'affaire elle-même, mieux vaut laisser à des tiers incontestés le soin de s'en occuper. Ne vous inquiétez pas, la rentrée approche et des scientifiques véritables et incontestables pourront battre en brèches les manipulations en cours. --
YBM
11 août 2005 à 15:26 (CEST)


",frerebogdanof_travaux
118,"
On te fait confiance pour passer le reste de ton été à battre le rappel de tes copains de forums, bien chauffés par des disputes antérieures avec Igor, et pour alerter quelques autres journalistes et/ou scientifiques en clamant que ""Les Bogdanoff nous manipulent"", comme tu as si bien su le faire jusqu'à maintenant (notamment avec les invités de la première spéciale ""Rayons X""). Si il y a bien un talent que personne ne te conteste, c'est celui de semeur de zizanie..

Laurence67
11 août 2005 à 17:04 (CEST)

",frerebogdanof_travaux
119,"

Complot de ceci, complot de cela... Parano quand tu nous tiens ! --
YBM
11 août 2005 à 17:08 (CEST)


",frerebogdanof_travaux
120,"
Pfff... 82.123.*.* a encore frappé. Je crois qu'à partir de maintenant je réverterai toute modification de l'article effectuée par cette IP sans même prendre le temps de la lire.

",frerebogdanof_travaux
121,"
Très intelligent comme méthode, très scientifique aussi ! Si on joue à ça, j'veux jouer aussi : chaque fois que tu reverteras leur version, je reverterai la tienne ! Ca va être passionnant...

",frerebogdanof_travaux
122,"
Pour mettre les choses au point : non, les Bogdanoff n'ont pas « le droit de rétablir leur version des faits » !

",frerebogdanof_travaux
123,"
Ben voyons ! C'est vrai que la vie serait tellement plus belle pour leurs détracteurs si ceux-ci avaient le droit d'écrire n'importe quoi sur eux, mais que les principaux intéressés n'avaient pas le droit de se défendre ! Et parallèlement, comme tous ceux qui les défendent sont regroupés sous le terme de ""groupie"", nous n'aurions pas droit à la parole non plus, parce que trop partiales... et il ne resterait que les détracteurs qui pourraient leur tirer dessus à boulets rouges ! Mais ça ce serait dans un monde ""parfait"" (pour vous) : dans le monde réel, si on a (malheureusement) le droit de chercher à détruire les gens, on a aussi celui de les défendre... et eux-même ont d'autant plus ce droit !

",frerebogdanof_travaux
124,"
En revanche, l'article doit présenter les faits établis de manière impartiale.

",frerebogdanof_travaux
125,"
Tu as raison, mais c'est très drôle que ces mots émanent de tes petits doigts sur le clavier.

",frerebogdanof_travaux
126,"

En l'espèce, les opinions des uns et des autres font partie des faits établis et il est facile de vérifier que les critiques sur le livre ne se limitent pas à des problèmes de typographie. Prétendre le contraire est de la mauvaise foi et vouloir l'insérer dans l'article de l'obstruction, pour ne pas dire du vandalisme.
R
12 août 2005 à 02:31 (CEST)


",frerebogdanof_travaux
127,"
Bien sûr : quand YBM emploie des superlatifs vagues et très subjectifs pour les descendre, ça révèle un sens critique prononcé, c'est pour ça que tu rétablis sa version chaque fois. Quand les Bogdanov ramènent les choses à leurs justes proportions, ça devient de l'obstruction et du vandalisme... Allez, va (ou retourne) sur le forum d'YBM et Max où vous avez un grand bac à sable pour vous tout seul, où vous pouvez faire joujou à taper sur les Bogdanoff tranquillement, sans que personne ne vienne vous déranger : personne d'autre n'a envie de participer à ces vannes de cour de récré. Ici c'est un peu plus sérieux, et il ne suffit pas de de taper bien fort pour être entendu et approuvé.


Laurence67
12 août 2005 à 11:19 (CEST)

",frerebogdanof_travaux
128,"

Ma
version ? Tu débloques à plein tube ma pauvre Laurence. Pourrais-tu citer l'ensemble des phrases de l'article qui sont écrits de ma main ?--
YBM
12 août 2005 à 14:11 (CEST)

",frerebogdanof_travaux
129,"
Il me semble que l'un des problèmes de cet article est qu'il amalgame deux problèmes liés mais différents : d'une part le fait qu'un (ou plusieurs ?) article que les frères Bogdanoff ont écrit a été publié dans un journal de physique prestigieux puis ensuite jugé d'un niveau insuffisant ainsi que les conséquences de cela et d'autre part la polémique sur le degré de crédibilité à accorder à leurs travaux. Le premier point me paraît plus intéressant et surtout plus facile à traiter dans le cadre de Wikipédia que le second. Ne serait-il pas possible de résumer un peu le déroulement de l'affaire pour se concentrer sur le retentissement qu'elle a eu dans le monde scientifique et d'éviter de se perdre dans les détails de qui a écrit quoi dans quel mail ?
Au passage, je signale que j'ai retiré le paragraphe suivant :
",frerebogdanof_travaux
130,"

En réaction, le physicien mathématicien Arkadius Jadczyk, alors à l'Université de Miami, publie sur son
site
: ''Ici un point important : plusieurs des affirmations de Niedermaier sont probablement fausses, à propos de quoi je ne ferai aucun commentaire, laissant au lecteur le soin d'en tirer ses propres conclusions.

",frerebogdanof_travaux
131,"

qui nous apprend juste que ce monsieur pense que Niedermaier s'est trompé. En quoi cet avis sans aucune justification a-t-il plus d'importance que le mien ou celui de mon voisin de palier ?
R
10 août 2005 à 00:41 (CEST)


",frerebogdanof_travaux
132,"

L'avis de Jadczyk est sans doute pertinent à citer, mais certainement pas tel qu'il l'était dans l'article. Certes ce monsieur est un mathématicien d'une indéniable valeur, en tout cas il l'a prouvé sans ambigüité sur des travaux déjà anciens, mais il ne faut pas non plus lui faire dire plus que ce qu'il a dit : il a défendu les Bogdanov contre ce qu'il considère comme un complot et certaines de leurs idées de base. Il n'a fait jamais défendu le détail techniques des travaux des Bogdanov, au contraire, il a été assez intraitable dans sa correspondance avec eux (publiée son site), d'autre part il a convenu avec moi que la plupart des erreurs du livre des Bogdanov qu'il a préfacé sans l'avoir lu sont très grave et nécessiteraient une pronfonde réécriture de l'ouvrage. Nous sommes en désaccord, bien sûr, quant aux conclusions qu'on peut tirer des faits en question. Mais ce n'est pas tout : si on mentionne Jadczyk et sa défense
sociologique
des Bogdanov, il faut la placer dans son contexte : Jadczyk est lui-même très contesté pour s'être consacré à la justification scientifique de l'ésotérisme, et des tables qu'il fait tourner (littéralement) avec son épouse-médium afin d'entrer en contact avec les
hommes du futur
, à la déconciation de complots d'origine gouvernementale américaine afin de contrôler le monde avec Israël comme intermédiaire, etc. (tout ceci se trouve aussi sur son site). Quelqu'un d'aussi contesté pour avoir, au yeux de ses pairs, complètement dérapé, a tendance naturellement à défendre d'autres marginaux contestés. On retrouve le même syndrome chez J.-P. Petit, qui défend les Bogdanov tout en brocardant l'ensemble de la physique théorique avec des arguments qui font encore plus mouche avec les Bogdanov qu'avec Hawking, Greene ou Damour. À mon sens le résultat de ce type d'intervention à une résultante parfaitement nulle, d'autant que ces défenseurs ne prennent jamais la peine de parler du contenu des oeuvres Bogdanovites.


Franchement, je ne sais pas s'il est possible d'espérer arriver un jour à un consensus sur un tel article. Cereal Killer a évoqué l'idée d'un double article : le point de vue critique avec les faits en cause, d'une part, et la vision des Bogdanov de l'affaire, d'autre part. Ça ne me paraît pas satisfaisant dans le cadre d'une encyclopédie, mais dans le cas particulier de Wikipedia c'est peut-être la seule solution pratique. --
YBM
10 août 2005 à 02:18 (CEST)


",frerebogdanof_travaux
133,"

L'autre solution est peut-être de ramener les choses aux proportions qu'elles méritent : une thèse médiocre ? La belle affaire ! En tout cas, Arkadius Jadczyk, c'est pas mal comme nom, on dirait du Asimov.
(->Jn)
*


",frerebogdanof_travaux
134,"
Quelle bonne idée... il me semble que l'article ""Igor et Grichka Bogdanoff"" est assez complet, assez neutre, il ne les descend pas ni ne les encense... si on précise qu'ils l'ont commencé en 1991 et l'ont obtenu en 1999 et 2002, je pense que la plupart des lecteurs de Wikipédia sauront faire la soustraction et en déduire le nombre d'années qu'ils y ont passé. Je ne vois pas bien l'intérêt de disserter sur des lignes et des lignes de la raison de cette durée, de la mention des thèses, etc. Pour le mail de Niedermaier, c'était une ""erreur"", apparemment involontaire, qui a engendré pas mal de réactions viscérales de part et d'autre, et qui a eu un effet domino... et alors, c'est si important ? Autour de moi, personne n'a entendu parler d'une ""affaire Bogdanov"". Ici, je constate que l'article qui lui est consacré (je parle de la version française) est plus long que celui de ""L'affaire Dreyfuss !"" !!! On atteint là les dernières limites du ridicule !

Outre l'énormité du contenu et de la longueur de l'article, il est évident qu'il n'y aura jamais un ""consensus"", comme ose le dire YBM, dans la mesure où ce que ses copains et lui veulent c'est un réquisitoire anti-bogdanov, dans lequel seraient réunis tous les éléments à charge (réels ou inventés) qu'ils ont patiemment bâtis depuis des années. Personnellement je continuerai à corriger cet article pour qu'il redevienne un peu plus impartial, ils remettront leur version, et quoi ? On va finir par organiser des quarts, comme dans la marine, pour que l'article soit ""corrigé"" après chaque nouvelle mise à jour, à la sauce du dernier contributeur ?


Je propose qu'on gèle l'article ""Igor et Grichka Bogdanov"", et qu'on élimine celui-ci, qui n'est qu'un terrain de jeux (ou champ de bataille) pour une poignée de types qui harcèlent deux personnalités connues, et ce depuis des mois, voire des années pour certains. Je vous rappelle qu'en principe la justice
condamne
ce genre de personnes ! Ici ce n'est pas le cas parce que les victimes n'ont jamais porté plainte (malgré la réputation de ""procéduriers"" que leurs harceleurs cherchent à leur faire), mais de là à leur permettre d'écrire sur ces mêmes victimes un article censé servir de référence, c'est quand même très gros, amha...


Laurence67
10 août 2005 à 11:42 (CEST)


",frerebogdanof_travaux
135,"

Il n'est pas question ""d'organiser des quarts"". L'article doit converger vers une seule version, acceptable par tous. Ce n'est pas en t'arc-boutant sur une version qui travestit la portée des critiques émises à l'encontre du livre que tu vas y contribuer. S'il y a des points avec lesquels tu es en désaccord, merci de les indiquer clairement.
R
10 août 2005 à 16:58 (CEST)


",frerebogdanof_travaux
136,"
Le fait que les doctorats aient été délivrés (et surtout les inscriptions en thèse renouvelées, ce dont les Bogdanov sont plus victimes que coupables) n'est effectivement une « affaire » que pour l'Université de Bourgogne.

Ce qui est une « affaire » dans un sens plus large c'est 1) que leurs papiers aient passé les évaluations de plusieurs revue, en particulier deux de niveau international et 2) la façon dont les Bogdanov ont profité de ces titres et publications pour abuser le grand public dans un ouvrage d'une médiocrité et d'une prétention invraisemblable et détourner à des fins personnelles extra-scientifique les émissions dont ils ont la charge. --
YBM
10 août 2005 à 11:46 (CEST)


",frerebogdanof_travaux
137,"
Arrête de la jouer raisonnable, rationnel et soucieux de justice, et autres idioties qui ne trompent personne : tu n'es qu'un anonyme qui a rêvé de son ""quart d'heure de gloire"", qui a trouvé une occasion inespérée de se faire connaître de scientifiques et de journalistes connus en mettant le grappin sur les Bogdanov, en utilisant une ""affaire"" qui n'aurait dû être qu'un feu de paille, et en en faisant une ""conspiration médiatico-scientifique sans précédent"" pour ta seule ""gloire"" ! Toutes tes interventions ne servent qu'à deux choses : descendre les Bogdanov pour te venger de quelques mots aigre-doux échangés sur les forums il y a plus d'un an, et surtout te mettre en valeur, faire de la pub pour ton blog et ton article sur Acrimed, bref te faire une pub insensée en dénonçant... la médiatisation du livre des Bogdanov ! Tu me fais penser à ces stars du rock qui dénoncent le ""système"" en vendant des millions de disques par l'intermédiaire d'un ""major"" !

Alors garde ces idioties pour toi : si il y a des erreurs dans ALBB, ça ne te regarde pas, sauf si tu considères que tu as dépensé 20 euros pour rien. Dans ce cas-là, revends-le, et arrête d'emmerder le monde. Si à chaque fois qu'un livre contenait des erreurs il fallait organiser un lynchage public, ce serait KKK tous les jours. Pour l'obtention de leurs thèses, plutôt que de t'occuper des leurs, tu ferais bien de reprendre la tienne et d'essayer d'aller jusqu'au bout : outre que ça t'apporterait une grande satisfaction personnelle, ça éviterait aussi la frustration qui te pousse à attaquer deux types qui, eux, SONT ARRIVES jusqu'au bout, même si ils y ont mis 10 ans, et ont eu la mention ""honnorable"". C'est mieux que pas de mention du tout, parce que pas de thèse, parce que le thésard s'est découragé avant la fin !

Quant aux émissions, il n'y a que la première ""spéciale Rayons X"" dont une partie reprenait la théorie énoncée dans leur livre. Mais ils ont bien précisé que ce n'était qu'une théorie, qu'il y en avait d'autres possibles, et ils n'ont jamais mentionné leur livre (alors qu'ils ont fait la promo des livres de leurs invités, ceux-là même qui se sont retournés contre eux grâce à tes bons soins). Le seul drame de l'affaire Bogdanov, c'est qu'ils soient tombés sur un maniaque mégalo et malveillant comme toi, et qu'ils n'aient pas agi immédiatement comme il aurait fallu le faire, alors que la loi protège les gens normaux des gens comme toi... encore faut-il en appeler à elle...

Laurence67
10 août 2005 à 12:26 (CEST)


",frerebogdanof_travaux
