post,sujet,tokenpost,postfinal,sentiment
--ybm13 août 2005 à 19:54 (cest),frerebogdanof_travaux,"['ybm13', 'août', '2005', 'à', '19', '54', 'cest']",ybm13 août 2005 19 54 cest,Neutral
"le discours est ""volontairement"" abscon et les termes ""inappropriés"". si on se met à interdire au détracteurs d'avoir leur critique (même infondée) !!il ne devrait pas avoir de problème sur ce point puisque l'on parle d'un ouvrage de vulgarisation. un livre donc où au contraire, les termes trop techniques et concepts trop compliqués devraient être en principe exclus.comme en plus, il sont utilisés à mauvais escient...--green heart14 août 2005 à 00:38 (cest)",frerebogdanof_travaux,"['le', 'discours', 'est', 'volontairement', 'abscon', 'et', 'les', 'termes', 'inappropriés', 'si', 'on', 'se', 'met', 'à', 'interdire', 'au', 'détracteurs', 'd', 'avoir', 'leur', 'critique', 'même', 'infondée', 'il', 'ne', 'devrait', 'pas', 'avoir', 'de', 'problème', 'sur', 'ce', 'point', 'puisque', 'l', 'on', 'parle', 'd', 'un', 'ouvrage', 'de', 'vulgarisation', 'un', 'livre', 'donc', 'où', 'au', 'contraire', 'les', 'termes', 'trop', 'techniques', 'et', 'concepts', 'trop', 'compliqués', 'devraient', 'être', 'en', 'principe', 'exclus', 'comme', 'en', 'plus', 'il', 'sont', 'utilisés', 'à', 'mauvais', 'escient', 'green', 'heart14', 'août', '2005', 'à', '00', '38', 'cest']",discours volontairement abscon termes inappropriés met interdire détracteurs critique infondée ne devrait pas problème point ouvrage vulgarisation livre contraire termes trop techniques concepts trop compliqués devraient principe exclus plus utilisés mauvais escient green heart14 août 2005 00 38 cest,Negative
"finalement, cet article est très intéressant ...pour les changements opérés par les bogdanov, pointant malgré eux du doigt ce qui est important (et qui visiblement gêne).ainsi, les erreurs ne sont que ""matérielles"" (???) et des raisonnements seraient jugés ""subversifs"" (toujours contre l'ordre établis nos jumeaux).enfin, les auteurs ne font que ""suggèrer"" cette mystérieuse correspondance ?--green heart14 août 2005 à 12:26 (cest)",frerebogdanof_travaux,"['finalement', 'cet', 'article', 'est', 'très', 'intéressant', 'pour', 'les', 'changements', 'opérés', 'par', 'les', 'bogdanov', 'pointant', 'malgré', 'eux', 'du', 'doigt', 'ce', 'qui', 'est', 'important', 'et', 'qui', 'visiblement', 'gêne', 'ainsi', 'les', 'erreurs', 'ne', 'sont', 'que', 'matérielles', 'et', 'des', 'raisonnements', 'seraient', 'jugés', 'subversifs', 'toujours', 'contre', 'l', 'ordre', 'établis', 'nos', 'jumeaux', 'enfin', 'les', 'auteurs', 'ne', 'font', 'que', 'suggèrer', 'cette', 'mystérieuse', 'correspondance', 'green', 'heart14', 'août', '2005', 'à', '12', '26', 'cest']",finalement article intéressant changements opérés bogdanov pointant doigt important visiblement gêne erreurs ne matérielles raisonnements jugés subversifs contre ordre établis jumeaux auteurs ne suggèrer mystérieuse correspondance green heart14 août 2005 12 26 cest,Positive
"laurence67qui supprime de manière systématique, sans justification, des éléments strictementfactuelsde l'article.--ybm14 août 2005 à 19:33 (cest)",frerebogdanof_travaux,"['laurence67qui', 'supprime', 'de', 'manière', 'systématique', 'sans', 'justification', 'des', 'éléments', 'strictementfactuelsde', 'l', 'article', 'ybm14', 'août', '2005', 'à', '19', '33', 'cest']",laurence67qui supprime manière systématique justification éléments strictementfactuelsde article ybm14 août 2005 19 33 cest,Neutral
"merci de signer, ybm, toi qui te plains de l'anonymat chez les autres...c'était très bien essayé, en tout cas, et c'est tellement discret : tu ne veux pas qu'on bloquetousles intervenants à part toi, aussi, pour que tu puisses écrire 20 pages sur le terrrrîîîble danger que représentent les frères bogdanoff pour la science, les médias, la population mondiale, etc. ? non, je suis bête, il faudrait laisser tes copains ""r"" et green heart aussi ! c'est vrai que vous n'aimez pas qu'on vienne vous déranger quand vous déblatérez sur les bogdanoff... ça rappelle de bons souvenirs !je te signale au passage que si je suis bloquée pour ça tu vas l'être aussi : ça fait des heures qu'on joue au ping-pong avec nos versions respectives, je n'ai rien fait de plus que toi. ""sans justification"" est un abus de plus de ta part : j'ai laissé plein de commentaires sur mes changements, il est possible que tu n'y sois pas sensible, mais ils existent !merci quand même pour cette demande, elle illustre mieux que n'importe quelle autre de tes interventions ce que tu es réellement, sous ta pauvre façade de redresseur de torts objectif et sincère...laurence6714 août 2005 à 19:28 (cest)",frerebogdanof_travaux,"['merci', 'de', 'signer', 'ybm', 'toi', 'qui', 'te', 'plains', 'de', 'l', 'anonymat', 'chez', 'les', 'autres', 'c', 'était', 'très', 'bien', 'essayé', 'en', 'tout', 'cas', 'et', 'c', 'est', 'tellement', 'discret', 'tu', 'ne', 'veux', 'pas', 'qu', 'on', 'bloquetousles', 'intervenants', 'à', 'part', 'toi', 'aussi', 'pour', 'que', 'tu', 'puisses', 'écrire', '20', 'pages', 'sur', 'le', 'terrrrîîîble', 'danger', 'que', 'représentent', 'les', 'frères', 'bogdanoff', 'pour', 'la', 'science', 'les', 'médias', 'la', 'population', 'mondiale', 'etc', 'non', 'je', 'suis', 'bête', 'il', 'faudrait', 'laisser', 'tes', 'copains', 'r', 'et', 'green', 'heart', 'aussi', 'c', 'est', 'vrai', 'que', 'vous', 'n', 'aimez', 'pas', 'qu', 'on', 'vienne', 'vous', 'déranger', 'quand', 'vous', 'déblatérez', 'sur', 'les', 'bogdanoff', 'ça', 'rappelle', 'de', 'bons', 'souvenirs', 'je', 'te', 'signale', 'au', 'passage', 'que', 'si', 'je', 'suis', 'bloquée', 'pour', 'ça', 'tu', 'vas', 'l', 'être', 'aussi', 'ça', 'fait', 'des', 'heures', 'qu', 'on', 'joue', 'au', 'ping', 'pong', 'avec', 'nos', 'versions', 'respectives', 'je', 'n', 'ai', 'rien', 'fait', 'de', 'plus', 'que', 'toi', 'sans', 'justification', 'est', 'un', 'abus', 'de', 'plus', 'de', 'ta', 'part', 'j', 'ai', 'laissé', 'plein', 'de', 'commentaires', 'sur', 'mes', 'changements', 'il', 'est', 'possible', 'que', 'tu', 'n', 'y', 'sois', 'pas', 'sensible', 'mais', 'ils', 'existent', 'merci', 'quand', 'même', 'pour', 'cette', 'demande', 'elle', 'illustre', 'mieux', 'que', 'n', 'importe', 'quelle', 'autre', 'de', 'tes', 'interventions', 'ce', 'que', 'tu', 'es', 'réellement', 'sous', 'ta', 'pauvre', 'façade', 'de', 'redresseur', 'de', 'torts', 'objectif', 'et', 'sincère', 'laurence6714', 'août', '2005', 'à', '19', '28', 'cest']",signer ybm plains anonymat bien essayé cas discret ne veux pas qu bloquetousles intervenants part puisses écrire 20 pages terrrrîîîble danger représentent frères bogdanoff science médias population mondiale non bête faudrait copains green heart vrai aimez pas qu vienne déranger déblatérez bogdanoff rappelle bons souvenirs signale passage bloquée heures qu joue ping pong versions respectives rien plus justification abus plus part laissé plein commentaires changements sois pas sensible existent demande illustre mieux interventions réellement pauvre façade redresseur torts objectif sincère laurence6714 août 2005 19 28 cest,Positive
tes justifications sont du blabla. contestes-tu l'exactitude des faits relatés ?--ybm14 août 2005 à 19:33 (cest),frerebogdanof_travaux,"['tes', 'justifications', 'sont', 'du', 'blabla', 'contestes', 'tu', 'l', 'exactitude', 'des', 'faits', 'relatés', 'ybm14', 'août', '2005', 'à', '19', '33', 'cest']",justifications blabla contestes exactitude faits relatés ybm14 août 2005 19 33 cest,Neutral
"c'est malin, j'étais en train de travailler sur l'article quand il a été bloqué. je reproduis ci-dessous mes modifs pour ne pas les perdre.r14 août 2005 à 20:31 (cest)",frerebogdanof_travaux,"['c', 'est', 'malin', 'j', 'étais', 'en', 'train', 'de', 'travailler', 'sur', 'l', 'article', 'quand', 'il', 'a', 'été', 'bloqué', 'je', 'reproduis', 'ci', 'dessous', 'mes', 'modifs', 'pour', 'ne', 'pas', 'les', 'perdre', 'r14', 'août', '2005', 'à', '20', '31', 'cest']",malin train travailler article été bloqué reproduis modifs ne pas perdre r14 août 2005 20 31 cest,Negative
 == critiques de ''avant le big bang'' == ,frerebogdanof_travaux,"['critiques', 'de', 'avant', 'le', 'big', 'bang']",critiques big bang,Neutral
"en juin 2004, la publication par les frères bogdanoff d'avant le big bang{{refl|10}}, présenté comme un ouvrage de vulgarisation scientifique portant sur leurs travaux, relance la polémique. ses détracteurs critiquent un livre « truffé d’erreurs en mathématiques, physique et astrophysique »{{refl|11}}(comme l'affirmation que l'expansion de l'universaffecte de façon importante les distances à l'intérieur dusystème solaireou que lenombre d'oresttranscendant) et contenant des raisonnements qu'ils jugent indignes de scientifiques (les auteurs affirment par exemple avoir trouvé une mystérieuse correspondance entre quatre ensembles de nombres et les dimensions de l'univers à partir d'un simple jeu d'analogie ou croient voir l'origine du monde dans une simple convention d'algèbre). il est également reproché aux bogdanoff d'utiliser un discours volontairement abscons où les termes scientifiques sont inappropriés et parfois faux.on reproche enfin à ce livre de contenir des citations traduites de façon partiale, en faveur des frères bogdanoff. selon ces derniers, cela ne résulterait que de mauvaise traduction et ils ont justifié la suppression d'un jugement technique défavorable d'urs schreiber (selon lequel rien de ce qui constituait la démarche des bogdanoff n'était un raisonnement valide) par le fait qu'il s'agissait selon eux d'une opinion personnelle. malgré la promesse faite de rétablir le texte complet dans les éditions ultérieures de l'ouvrage, seule la conclusion a été rétablie (dans une traduction très discutable), une phrase ironique au milieu du texte(«à ce stade ils font mention du mot, seulement du mot “température de hagedorn"", sans remarquer qu’au vu du rôle joué par la température d’hagedorn en cosmologie des cordes, on est à la limite de l’auto-parodie)»est toujours manquante. urs schreiber juge l'ensemble du procédé« assez éloigné de l'honnêteté »et tient cet épisode pour« une preuve que les préoccupations des auteurs sont tout sauf la science ».",frerebogdanof_travaux,"['en', 'juin', '2004', 'la', 'publication', 'par', 'les', 'frères', 'bogdanoff', 'd', 'avant', 'le', 'big', 'bang', 'refl', '10', 'présenté', 'comme', 'un', 'ouvrage', 'de', 'vulgarisation', 'scientifique', 'portant', 'sur', 'leurs', 'travaux', 'relance', 'la', 'polémique', 'ses', 'détracteurs', 'critiquent', 'un', 'livre', 'truffé', 'd', 'erreurs', 'en', 'mathématiques', 'physique', 'et', 'astrophysique', 'refl', '11', 'comme', 'l', 'affirmation', 'que', 'l', 'expansion', 'de', 'l', 'universaffecte', 'de', 'façon', 'importante', 'les', 'distances', 'à', 'l', 'intérieur', 'dusystème', 'solaireou', 'que', 'lenombre', 'd', 'oresttranscendant', 'et', 'contenant', 'des', 'raisonnements', 'qu', 'ils', 'jugent', 'indignes', 'de', 'scientifiques', 'les', 'auteurs', 'affirment', 'par', 'exemple', 'avoir', 'trouvé', 'une', 'mystérieuse', 'correspondance', 'entre', 'quatre', 'ensembles', 'de', 'nombres', 'et', 'les', 'dimensions', 'de', 'l', 'univers', 'à', 'partir', 'd', 'un', 'simple', 'jeu', 'd', 'analogie', 'ou', 'croient', 'voir', 'l', 'origine', 'du', 'monde', 'dans', 'une', 'simple', 'convention', 'd', 'algèbre', 'il', 'est', 'également', 'reproché', 'aux', 'bogdanoff', 'd', 'utiliser', 'un', 'discours', 'volontairement', 'abscons', 'où', 'les', 'termes', 'scientifiques', 'sont', 'inappropriés', 'et', 'parfois', 'faux', 'on', 'reproche', 'enfin', 'à', 'ce', 'livre', 'de', 'contenir', 'des', 'citations', 'traduites', 'de', 'façon', 'partiale', 'en', 'faveur', 'des', 'frères', 'bogdanoff', 'selon', 'ces', 'derniers', 'cela', 'ne', 'résulterait', 'que', 'de', 'mauvaise', 'traduction', 'et', 'ils', 'ont', 'justifié', 'la', 'suppression', 'd', 'un', 'jugement', 'technique', 'défavorable', 'd', 'urs', 'schreiber', 'selon', 'lequel', 'rien', 'de', 'ce', 'qui', 'constituait', 'la', 'démarche', 'des', 'bogdanoff', 'n', 'était', 'un', 'raisonnement', 'valide', 'par', 'le', 'fait', 'qu', 'il', 's', 'agissait', 'selon', 'eux', 'd', 'une', 'opinion', 'personnelle', 'malgré', 'la', 'promesse', 'faite', 'de', 'rétablir', 'le', 'texte', 'complet', 'dans', 'les', 'éditions', 'ultérieures', 'de', 'l', 'ouvrage', 'seule', 'la', 'conclusion', 'a', 'été', 'rétablie', 'dans', 'une', 'traduction', 'très', 'discutable', 'une', 'phrase', 'ironique', 'au', 'milieu', 'du', 'texte', 'à', 'ce', 'stade', 'ils', 'font', 'mention', 'du', 'mot', 'seulement', 'du', 'mot', 'température', 'de', 'hagedorn', 'sans', 'remarquer', 'qu', 'au', 'vu', 'du', 'rôle', 'joué', 'par', 'la', 'température', 'd', 'hagedorn', 'en', 'cosmologie', 'des', 'cordes', 'on', 'est', 'à', 'la', 'limite', 'de', 'l', 'auto', 'parodie', 'est', 'toujours', 'manquante', 'urs', 'schreiber', 'juge', 'l', 'ensemble', 'du', 'procédé', 'assez', 'éloigné', 'de', 'l', 'honnêteté', 'et', 'tient', 'cet', 'épisode', 'pour', 'une', 'preuve', 'que', 'les', 'préoccupations', 'des', 'auteurs', 'sont', 'tout', 'sauf', 'la', 'science']",juin 2004 publication frères bogdanoff big bang refl 10 présenté ouvrage vulgarisation scientifique portant travaux relance polémique détracteurs critiquent livre truffé erreurs mathématiques physique astrophysique refl 11 affirmation expansion universaffecte importante distances intérieur dusystème solaireou lenombre oresttranscendant contenant raisonnements qu jugent indignes scientifiques auteurs affirment exemple trouvé mystérieuse correspondance ensembles nombres dimensions univers partir simple jeu analogie croient voir origine monde simple convention algèbre reproché bogdanoff utiliser discours volontairement abscons termes scientifiques inappropriés faux reproche livre contenir citations traduites partiale faveur frères bogdanoff derniers ne résulterait mauvaise traduction justifié suppression jugement technique défavorable urs schreiber rien constituait démarche bogdanoff raisonnement valide qu agissait opinion personnelle promesse faite rétablir texte complet éditions ultérieures ouvrage conclusion été rétablie traduction discutable phrase ironique milieu texte stade mention mot mot température hagedorn remarquer qu rôle joué température hagedorn cosmologie cordes limite auto parodie manquante urs schreiber juge ensemble procédé éloigné honnêteté tient épisode preuve préoccupations auteurs science,Positive
 == notes == ,frerebogdanof_travaux,['notes'],notes,Neutral
"{{refa|1}}grichka bogdanoff et igor bogdanoff, spacetime metric and the kms condition at the planck scale,annals of physics,296(2002), 90-97.{{refa|2}}grichka bogdanoff et igor bogdanoff, topological field theory of the initial singularity of spacetime,classical and quantum gravity18(2001), 4341-4372.{{refa|5}}http://motls.blogspot.com/2005/06/bogdanoff-papers.html{{refa|10}}igor et grichka bogdanoff,avant le big bang, grasset, paris, 2004.{{refa|11}}david fossé,ciel et espacen° 473, pp. 52-55.",frerebogdanof_travaux,"['refa', '1', 'grichka', 'bogdanoff', 'et', 'igor', 'bogdanoff', 'spacetime', 'metric', 'and', 'the', 'kms', 'condition', 'at', 'the', 'planck', 'scale', 'annals', 'of', 'physics', '296', '2002', '90', '97', 'refa', '2', 'grichka', 'bogdanoff', 'et', 'igor', 'bogdanoff', 'topological', 'field', 'theory', 'of', 'the', 'initial', 'singularity', 'of', 'spacetime', 'classical', 'and', 'quantum', 'gravity18', '2001', '4341', '4372', 'refa', '5', 'http', 'motls', 'blogspot', 'com', '2005', '06', 'bogdanoff', 'papers', 'html', 'refa', '10', 'igor', 'et', 'grichka', 'bogdanoff', 'avant', 'le', 'big', 'bang', 'grasset', 'paris', '2004', 'refa', '11', 'david', 'fossé', 'ciel', 'et', 'espacen', '473', 'pp', '52', '55']",refa grichka bogdanoff igor bogdanoff spacetime metric and the kms condition at the planck scale annals of physics 296 2002 90 97 refa grichka bogdanoff igor bogdanoff topological field theory of the initial singularity of spacetime classical and quantum gravity18 2001 4341 4372 refa http motls blogspot com 2005 06 bogdanoff papers html refa 10 igor grichka bogdanoff big bang grasset paris 2004 refa 11 david fossé ciel espacen 473 pp 52 55,Neutral
"tous ces détails rendent l'article bien compliqué à lire... déjà que c'est pas simple au départ ! ce qu'il nous faut c'est un résumé concis et neutre, et puis des liens pour ceux qui veulent en savoir plus. d'ailleurs votre schreiber (qui si j'ai bien compris figure dans une annexe du bouquin et n'en est pas le personnage principal), il a un lien pour lui tout seul. ca devrait suffire, non ? pour la neutralité, si on cite des erreurs, on devrait citer l'explication des auteurs - mais à ce rythme, ça va nous faire dans les 20 pages à lirestitch15 août 2005 à 17:35 (cest)",frerebogdanof_travaux,"['tous', 'ces', 'détails', 'rendent', 'l', 'article', 'bien', 'compliqué', 'à', 'lire', 'déjà', 'que', 'c', 'est', 'pas', 'simple', 'au', 'départ', 'ce', 'qu', 'il', 'nous', 'faut', 'c', 'est', 'un', 'résumé', 'concis', 'et', 'neutre', 'et', 'puis', 'des', 'liens', 'pour', 'ceux', 'qui', 'veulent', 'en', 'savoir', 'plus', 'd', 'ailleurs', 'votre', 'schreiber', 'qui', 'si', 'j', 'ai', 'bien', 'compris', 'figure', 'dans', 'une', 'annexe', 'du', 'bouquin', 'et', 'n', 'en', 'est', 'pas', 'le', 'personnage', 'principal', 'il', 'a', 'un', 'lien', 'pour', 'lui', 'tout', 'seul', 'ca', 'devrait', 'suffire', 'non', 'pour', 'la', 'neutralité', 'si', 'on', 'cite', 'des', 'erreurs', 'on', 'devrait', 'citer', 'l', 'explication', 'des', 'auteurs', 'mais', 'à', 'ce', 'rythme', 'ça', 'va', 'nous', 'faire', 'dans', 'les', '20', 'pages', 'à', 'lirestitch15', 'août', '2005', 'à', '17', '35', 'cest']",détails rendent article bien compliqué lire pas simple départ qu faut résumé concis neutre liens veulent savoir plus ailleurs schreiber bien figure annexe bouquin pas personnage principal lien ca devrait suffire non neutralité cite erreurs devrait citer explication auteurs rythme faire 20 pages lirestitch15 août 2005 17 35 cest,Negative
"on pourrait prendre n'importe quel exemple, mais celui-ci a l'avantage d'être le plus simple à exposer (il s'agit d'un pur caviardage et non d'une réécriture ou d'une inversion plus ou moins subtile de propos). tant qu'à l'exposer, je pense qu'il faut l'exposer en entier, en particulier le rétablissement partial et imparfait dans les éditions ultérieures de l'ouvrage est très éclairant sur les méthodes des auteurs. le propos de l'article de schreiber est, malgré qu'il soit en annexe, central du point de vue du but de l'ouvrage : présenter au grand public le résultats des travaux des auteurs en prétendant prouver qu'ils sont approuvés par la communauté scientifique. --ybm15 août 2005 à 18:02 (cest)",frerebogdanof_travaux,"['on', 'pourrait', 'prendre', 'n', 'importe', 'quel', 'exemple', 'mais', 'celui', 'ci', 'a', 'l', 'avantage', 'd', 'être', 'le', 'plus', 'simple', 'à', 'exposer', 'il', 's', 'agit', 'd', 'un', 'pur', 'caviardage', 'et', 'non', 'd', 'une', 'réécriture', 'ou', 'd', 'une', 'inversion', 'plus', 'ou', 'moins', 'subtile', 'de', 'propos', 'tant', 'qu', 'à', 'l', 'exposer', 'je', 'pense', 'qu', 'il', 'faut', 'l', 'exposer', 'en', 'entier', 'en', 'particulier', 'le', 'rétablissement', 'partial', 'et', 'imparfait', 'dans', 'les', 'éditions', 'ultérieures', 'de', 'l', 'ouvrage', 'est', 'très', 'éclairant', 'sur', 'les', 'méthodes', 'des', 'auteurs', 'le', 'propos', 'de', 'l', 'article', 'de', 'schreiber', 'est', 'malgré', 'qu', 'il', 'soit', 'en', 'annexe', 'central', 'du', 'point', 'de', 'vue', 'du', 'but', 'de', 'l', 'ouvrage', 'présenter', 'au', 'grand', 'public', 'le', 'résultats', 'des', 'travaux', 'des', 'auteurs', 'en', 'prétendant', 'prouver', 'qu', 'ils', 'sont', 'approuvés', 'par', 'la', 'communauté', 'scientifique', 'ybm15', 'août', '2005', 'à', '18', '02', 'cest']",prendre exemple avantage plus simple exposer agit pur caviardage non réécriture inversion plus subtile propos qu exposer qu faut exposer entier particulier rétablissement partial imparfait éditions ultérieures ouvrage éclairant méthodes auteurs propos article schreiber qu annexe central point vue but ouvrage présenter grand public résultats travaux auteurs prétendant prouver qu approuvés communauté scientifique ybm15 août 2005 18 02 cest,Positive
"bref les exemples du nombre d'or et du texte de schreiber sont loin d'être desdétails, puisqu'ils sont typiques des nombreux problèmes avec ce livre. il n'y a aucune problème à y inclure les justifications des auteurs, dans les deux cas, à condition de présenter leurs affirmations comme telles et pas comme desfaits. --ybm15 août 2005 à 18:24 (cest)",frerebogdanof_travaux,"['bref', 'les', 'exemples', 'du', 'nombre', 'd', 'or', 'et', 'du', 'texte', 'de', 'schreiber', 'sont', 'loin', 'd', 'être', 'desdétails', 'puisqu', 'ils', 'sont', 'typiques', 'des', 'nombreux', 'problèmes', 'avec', 'ce', 'livre', 'il', 'n', 'y', 'a', 'aucune', 'problème', 'à', 'y', 'inclure', 'les', 'justifications', 'des', 'auteurs', 'dans', 'les', 'deux', 'cas', 'à', 'condition', 'de', 'présenter', 'leurs', 'affirmations', 'comme', 'telles', 'et', 'pas', 'comme', 'desfaits', 'ybm15', 'août', '2005', 'à', '18', '24', 'cest']",bref exemples nombre texte schreiber loin desdétails puisqu typiques problèmes livre aucune problème inclure justifications auteurs cas condition présenter affirmations pas desfaits ybm15 août 2005 18 24 cest,Positive
"tout de même,vous ne trouvez pas qu'il y a disproportion entre ce qu'on peut lire ici et l'importance réelle du bouquin ?stitch15 août 2005 à 18:51 (cest)",frerebogdanof_travaux,"['tout', 'de', 'même', 'vous', 'ne', 'trouvez', 'pas', 'qu', 'il', 'y', 'a', 'disproportion', 'entre', 'ce', 'qu', 'on', 'peut', 'lire', 'ici', 'et', 'l', 'importance', 'réelle', 'du', 'bouquin', 'stitch15', 'août', '2005', 'à', '18', '51', 'cest']",ne trouvez pas qu disproportion qu lire ici importance réelle bouquin stitch15 août 2005 18 51 cest,Positive
"dans le monde scientifique les erreurs sont normales, et font partie du processus si elles sont admises. les falsifications sont, elle, absolument rédhibitoires. il ne faut pas perdre de vue que les auteurs se présente comme membres de la communauté scientifique, dans un livre quand même assez bien vendu, et dans des émissions de télévision qui se présentent comme « scientifiques ». pourquoi, si ça n'avais aucune importance, des revues comme « la recherche » ou « ciel  espace » y aurait consacré des articles ? pourquoi la société française de physique aurait-elle du communiquer sur le sujet (comme elle l'a fait en 2002) ? --ybm15 août 2005 à 19:01 (cest)",frerebogdanof_travaux,"['dans', 'le', 'monde', 'scientifique', 'les', 'erreurs', 'sont', 'normales', 'et', 'font', 'partie', 'du', 'processus', 'si', 'elles', 'sont', 'admises', 'les', 'falsifications', 'sont', 'elle', 'absolument', 'rédhibitoires', 'il', 'ne', 'faut', 'pas', 'perdre', 'de', 'vue', 'que', 'les', 'auteurs', 'se', 'présente', 'comme', 'membres', 'de', 'la', 'communauté', 'scientifique', 'dans', 'un', 'livre', 'quand', 'même', 'assez', 'bien', 'vendu', 'et', 'dans', 'des', 'émissions', 'de', 'télévision', 'qui', 'se', 'présentent', 'comme', 'scientifiques', 'pourquoi', 'si', 'ça', 'n', 'avais', 'aucune', 'importance', 'des', 'revues', 'comme', 'la', 'recherche', 'ou', 'ciel', 'espace', 'y', 'aurait', 'consacré', 'des', 'articles', 'pourquoi', 'la', 'société', 'française', 'de', 'physique', 'aurait', 'elle', 'du', 'communiquer', 'sur', 'le', 'sujet', 'comme', 'elle', 'l', 'a', 'fait', 'en', '2002', 'ybm15', 'août', '2005', 'à', '19', '01', 'cest']",monde scientifique erreurs normales partie processus admises falsifications absolument rédhibitoires ne faut pas perdre vue auteurs présente membres communauté scientifique livre bien vendu émissions télévision présentent scientifiques aucune importance revues recherche ciel espace consacré articles société française physique communiquer sujet 2002 ybm15 août 2005 19 01 cest,Positive
"pourquoi, si ça n'avais aucune importance, des revues comme « la recherche » ou « ciel  espace »euh, comme ça, à tout hasard, parce que le nom ""bogdanoff"" en couverture fait vendre ??? on connait les motivations des media. et puis ça marche, on est tous attirés par une accroche un peu sulphureuse, non ? d'ailleurs j'ai vu qu'un magazine récent (oublié le nom) titrait quelque chose comme ""qu'y avait-il avant le big bang"". c'est amusant, ça, je pensais que la question n'était pas sérieuse mais ça doit bien marcher côté marketing. on se demande pourquoi.stitch15 août 2005 à 19:14 (cest)",frerebogdanof_travaux,"['pourquoi', 'si', 'ça', 'n', 'avais', 'aucune', 'importance', 'des', 'revues', 'comme', 'la', 'recherche', 'ou', 'ciel', 'espace', 'euh', 'comme', 'ça', 'à', 'tout', 'hasard', 'parce', 'que', 'le', 'nom', 'bogdanoff', 'en', 'couverture', 'fait', 'vendre', 'on', 'connait', 'les', 'motivations', 'des', 'media', 'et', 'puis', 'ça', 'marche', 'on', 'est', 'tous', 'attirés', 'par', 'une', 'accroche', 'un', 'peu', 'sulphureuse', 'non', 'd', 'ailleurs', 'j', 'ai', 'vu', 'qu', 'un', 'magazine', 'récent', 'oublié', 'le', 'nom', 'titrait', 'quelque', 'chose', 'comme', 'qu', 'y', 'avait', 'il', 'avant', 'le', 'big', 'bang', 'c', 'est', 'amusant', 'ça', 'je', 'pensais', 'que', 'la', 'question', 'n', 'était', 'pas', 'sérieuse', 'mais', 'ça', 'doit', 'bien', 'marcher', 'côté', 'marketing', 'on', 'se', 'demande', 'pourquoi', 'stitch15', 'août', '2005', 'à', '19', '14', 'cest']",aucune importance revues recherche ciel espace euh hasard nom bogdanoff couverture vendre connait motivations media marche attirés accroche sulphureuse non ailleurs qu magazine récent oublié nom titrait chose qu big bang amusant pensais question pas sérieuse bien marcher côté marketing demande stitch15 août 2005 19 14 cest,Negative
un argument pareil me laisse sans voix (j'ai déjà entendu ça ailleurs pourtant). il est donc impossible de publiciser les turpitudes de« célébrités »en étant motivé par autre chose que les retombées en image ou en espèces sonnantes et trébuchantes de cette célébrité... --ybm15 août 2005 à 19:25 (cest),frerebogdanof_travaux,"['un', 'argument', 'pareil', 'me', 'laisse', 'sans', 'voix', 'j', 'ai', 'déjà', 'entendu', 'ça', 'ailleurs', 'pourtant', 'il', 'est', 'donc', 'impossible', 'de', 'publiciser', 'les', 'turpitudes', 'de', 'célébrités', 'en', 'étant', 'motivé', 'par', 'autre', 'chose', 'que', 'les', 'retombées', 'en', 'image', 'ou', 'en', 'espèces', 'sonnantes', 'et', 'trébuchantes', 'de', 'cette', 'célébrité', 'ybm15', 'août', '2005', 'à', '19', '25', 'cest']",argument pareil laisse voix entendu ailleurs pourtant impossible publiciser turpitudes célébrités motivé chose retombées image espèces sonnantes trébuchantes célébrité ybm15 août 2005 19 25 cest,Negative
